index_P,lesk_list
529,",'january.n.01', 'sale.n.05', 'total.v.03', 'metric_ton.n.01', 'december.n.01', 'year.n.03', 'early.a.05', 'goal.n.01', 'month.n.02', 'store.n.02', 'metric_ton.n.01', 'root.n.03', 'shuffle.v.03', 'january.n.01', 'compound.v.05', 'tip.v.03', 'output.v.01', 'include.v.03', 'corn_whiskey.n.01', 'sorghum.n.03', 'soy.n.04', 'meal.n.03','corn_whiskey.n.01', 'use.v.01', 'total.v.03', 'metric_ton.n.01', 'december.n.01', 'year.n.03', 'early.a.05', 'compound.v.05', 'ratio.n.01', 'percentage.n.01', 'percentage.n.01', 'percentage.n.01',,'soy.n.04', 'meal.n.03', 'use.v.01', 'total.v.01', 'metric_ton.n.01', 'compound.v.05', 'ratio.n.01', 'percentage.n.01', 'percentage.n.01', 'percentage.n.01',,"
530,",'customs.n.01', 'trope.n.01', 'show.v.12', 'taiwan.n.01', 'imported.s.01', 'metric_ton.n.01', 'texture.n.05', 'record.v.01','newspaper.n.03', 'quote.v.01', 'suppose.v.01', 'texture.n.05', 'output.v.01', 'one.s.06', 'several.s.03', 'winder.n.02', 'offspring.n.01', 'influence.n.03', 'wholly.r.01', 'growth.n.01', 'economy.n.04','give.v.43', 'context.n.02', 'remark.n.01','texture.n.05', 'production.n.06', 'target.v.01','newspaper.n.03', 'quote.v.01', 'suppose.v.01', 'situation.n.03', 'reach.v.07', 'target.v.01', 'slob.n.01', 'run.v.06', 'enough.n.01', 'texture.n.05', 'increase.n.03', 'output.v.01', 'slow.v.03',,'keep_off.v.01', 'situation.n.03', 'recent.s.01', 'year.n.03', 'importing.n.01', 'metric_ton.n.01', 'texture.n.05','paper.n.05', 'quote.v.01', 'suppose.v.01', 'state.n.06', 'council.n.03', 'decide.v.01', 'raise.v.23', 'price.n.05', 'five-spot.n.03', 'texture.n.05', 'include.v.03', 'corn_whiskey.n.01', 'rice.v.01', 'unchanged.a.01', 'give.v.43', 'detail.v.02',,"
531,"'bangladesh.n.01', 'prognosis.n.01', 'gross_domestic_product.n.01', 'increase.n.03', 'percentage.n.01', 'megascopic.s.01', 'domestic.s.05', 'product.n.05', 'expect.v.05', 'turn.v.07', 'percentage.n.01', 'year.n.03', 'ending.n.01', 'june.n.01', 'finance.v.02', 'minister.v.02', 'mohammed.n.01', 'tell.v.03', 'reporter.n.01','ostentation.n.02', 'hide.n.01', 'estimate.v.01', 'percentage.n.01', 'fiscal.a.01', 'year.n.03', 'percentage.n.01', 'suppose.v.01', 'last.v.01', 'night.n.06','world.n.06', 'savings_bank.n.02', 'mugwump.n.02', 'source.n.07', 'suppose.v.01', 'ostentation.n.02', 'around.r.07', 'percentage.n.01','suppose.v.01', 'remittance.n.01', 'expatriate.v.02', 'upgrade.n.04', 'year.n.03',,'suppose.v.01', 'export.v.02', 'target.v.01', 'stage_set.n.01', 'year.n.03',,'government.n.03', 'liberal.n.02', 'industrial.s.04', 'policy.n.02', 'attract.v.03', 'investment.n.06', 'commitment.n.05', 'total.v.03', 'suppose.v.01', 'output.v.01', 'estimate.v.01', 'metric_ton.n.01', 'year.n.03','government.n.03', 'official.n.02', 'suppose.v.01', 'bangladesh.n.01', 'significance.n.02', 'closely.r.03', 'two.n.01', 'metric_ton.n.01', 'texture.n.05', 'per_annum.r.01', 'government.n.03', 'expect.v.05', 'reach.v.02', 'self.n.02', 'enough.n.01', 'food.n.02',,"
532,"'suppose.v.01', 'increase.n.03', 'das_kapital.n.01', 'finance.v.02', 'expansion.n.03', 'french.v.01', 'sugar.n.01', 'group.v.02', 'suppose.v.01', 'percentage.n.01', 'owned.a.01', 'italy.n.01', 'raise.v.23', 'das_kapital.n.01', 'franc.n.01', 'trey.n.02', 'one.s.06', 'offspring.n.01', 'share.n.02', 'investment.n.06', 'security.n.04', 'finance.v.02', 'expansion.n.03', 'president.n.05', 'denim.n.02', 'marc.n.01', 'verne.n.01', 'tell.v.03', 'analyst.n.03','first_gear.n.01', 'stagecoach.n.01', 'suppose.v.01', 'offspring.n.01', 'newfangled.s.01', 'franc.n.01', 'share.n.02', 'franc.n.01', 'increase.n.03', 'das_kapital.n.01', 'franc.n.01','share.n.02', 'presently.r.02', 'trade.v.03', 'franc.n.01','newfangled.s.01', 'franc.n.01', 'investment.n.06', 'security.n.04', 'issue.v.03', 'franc.n.01', 'raise.v.23', 'das_kapital.n.01', 'franc.n.01','das_kapital.n.01', 'increase.n.03', 'lend.v.01', 'group.v.02', 'around.r.07', 'million.n.02', 'franc.n.01', 'newfangled.s.01', 'store.n.02', 'finance.v.02', 'expansion.n.03', 'plan.v.03',,'one.s.06', 'several.s.03', 'group.v.02', 'offer.v.07', 'buy.v.01', 'corn_whiskey.n.01', 'product.n.05', 'initiation.n.01', 'europe.n.01','aside.r.05', 'french.v.01', 'plant.v.05', 'include.v.03', 'trey.n.02', 'factory.n.01', 'italy.n.01', 'west.n.08', 'germany.n.01', 'two.n.01', 'united_kingdom.n.01', 'spain.n.01', 'one.s.06', 'netherlands.n.01', 'denmark.n.01',,'offer.v.07', 'fail.v.07', 'suppose.v.01', 'view.v.02', 'grow.v.08', 'grow.v.08', 'two.n.01', 'french.v.01', 'plant.v.05', 'either.r.01', 'gamboge.n.02', 'pale_yellow.n.01', 'starch.n.02', 'sector.n.05','suppose.v.01', 'besides.r.02', 'planning.n.01', 'finance.v.02', 'european.n.01', 'expansion.n.03', 'subsidiary_company.n.01', 'another.s.01', 'major.n.04', 'reason.v.01', 'das_kapital.n.01', 'increase.n.03',,'lend.v.01', ""ship's_company.n.01"", 'precede.v.05', 'paris.n.04', 'bourse.n.01', 'dear.s.02', 'future.n.03',,"
533,"'australian.n.01', 'pale_yellow.n.01', 'sphere.n.01', 'spill.n.04', 'forecaster.n.01', 'suppose.v.01', 'australian.n.01', 'pale_yellow.n.01', 'planting.n.02', 'prognosis.n.01', 'spill.n.04', 'hectare.n.01', 'sow.v.02', 'australian.n.01', 'pale_yellow.n.01', 'forecaster.n.01', 'suppose.v.01', 'first_gear.n.01', 'preliminary.s.01', 'crop.v.05', 'prognosis.n.01','reason.v.01', 'expect.v.05', 'australian.n.01', 'production.n.06', 'lupus_erythematosus.n.01', 'metric_ton.n.01', 'last.v.01', 'year.n.03', 'secret.s.05', 'forecaster.n.01', 'suppose.v.01', 'crop.v.05', 'newfangled.s.01', 'south.r.01', 'wale.n.02', 'queensland.n.01', 'suffer.v.11', 'poor_people.n.01', 'yield.n.03', 'last.v.01', 'season.n.03',,'main.n.02', 'reason.v.01', 'moo.v.01', 'western.n.02', 'australia.n.01', 'estimate.n.05', 'poor_people.n.01', 'profit.v.02', 'mentality.n.01', 'price.n.03', 'credit_rating.n.01', 'yield.n.03', 'pressure.n.02',,'farmer.n.01', 'suppose.v.01', 'intend.v.01', 'switch_off.v.01', 'binding.n.05', 'pale_yellow.n.01', 'sphere.n.01', 'percentage.n.01', 'suppose.v.01', 'improbable.s.02', 'need.v.03', 'cash.v.01', 'stream.n.04', 'trouble.n.01', 'option.n.02', 'crop.v.05',,,'victoria.n.06', 'australia.n.01', 'watt.n.01', 'australia.n.01',"
534,"'west.n.08', 'german.n.01', 'barley.n.01', 'rape.n.03', 'moved.a.01', 'winter.v.01', 'killing.n.02', 'winter.v.01', 'killing.n.02', 'probably.r.01', 'moved.a.01', 'west.n.08', 'german.n.01', 'winter.v.01', 'barley.n.01', 'rapeseed.n.01', 'modal.s.01', 'degree.n.07', 'season.n.03', 'west.n.08', 'german.n.01', 'texture.n.05', 'trader.n.01', 'alfred.n.01', 'vitamin_c.n.01', 'suppose.v.01', 'late.a.05', 'reputation.n.03',,'territory.n.03', 'need.v.03', 'warmly.r.02', 'quickly.r.01', 'moisture.n.01', 'message.n.02', 'better.v.03', 'keep_off.v.01', 'delay.n.02', 'spring.n.04', 'sphere.n.01', 'workplace.n.01', 'lend.v.01',,"
535,"'rain.v.01', 'promise.v.01', 'bountiful.s.02', 'crop.v.05', 'ethiopia.n.01', 'rain.v.01', 'wide.r.04', 'sphere.n.01', 'raise.v.24', 'view.n.02', 'well.r.01', 'food.n.02', 'crop.v.05', 'throughout.r.01', 'ethiopia.n.01', 'suffer.v.11', 'black.s.06', 'drought.n.02', 'famine.n.02', 'two.n.01', 'year.n.03', 'ago.s.01','read/write_head.n.01', 'government.n.03', 'agribusiness.n.01', 'growth.n.01', 'department.n.03', 'tell.v.03', 'reporter.n.01', 'view.n.02', 'well.r.01', 'reach.v.02', 'target.v.01', 'metric_ton.n.01', 'texture.n.05', 'stage.v.01', 'turn.v.07', 'season.n.03', 'one.s.06', 'two.n.01', 'year.n.03', 'ethiopia.n.01',,'rain.v.01', 'use.v.01', 'plant.v.05', 'quick.n.01', 'suppurate.v.01', 'crop.v.05', 'like.n.02', 'gamboge.n.02', 'barley.n.01','deficit.n.01', 'period.n.07', 'involve.v.01', 'production.n.06', 'main.n.02', 'showery.s.01', 'season.n.03', 'farmer.n.01', 'eat.v.04', 'store.n.02', 'seeded_player.n.01','suppose.v.01', 'peasant.n.03', 'region.n.05', 'suffer.v.11', 'sternly.r.01', 'drought.n.02', 'able.s.04', 'sow.v.02', 'crop.v.05', 'favorable.s.05', 'rain.v.01','government.n.03', 'stagger.v.03', 'large.r.01', 'quantity.n.03', 'seeded_player.n.01', 'fertilizer.n.01', 'rain.v.01', 'see.v.10', 'well.r.01', 'crop.v.05',,"
536,"'marketplace.n.02', 'loanword.n.01', 'pin.v.04', 'uranium.n.01', 'trade.v.03', 'poster.n.01', 'sen.n.01', 'david.n.03', 'ark.n.02','suppose.v.01', 'view.v.02', 'rectify.v.04', 'united_states_senate.n.01', 'finance.v.02', 'committee.n.02', 'trade.v.03', 'poster.n.01', 'provision.n.04', 'want.v.02', 'marketing.n.03', 'loanword.n.01', 'soy.n.04', 'corn_whiskey.n.01', 'pale_yellow.n.01','tell.v.03', 'future.n.03', 'industry.n.01', 'association.n.08', 'great.n.01', 'reluctance.n.02', 'penis.n.01', 'united_states_senate.n.01', 'agribusiness.n.01', 'committee.n.02', 'reopen.v.01', 'farm.v.01', 'poster.n.01', 'marketing.n.03', 'loanword.n.01', 'might.n.01', 'well.r.11', 'probability.n.01', 'finance.v.02', 'panel.n.05','arkansas.n.02', 'senator.n.01', 'suppose.v.01', 'marketing.n.03', 'loanword.n.01', 'effect.n.06', 'let.v.01', 'producer.n.02', 'pay_up.v.01', 'binding.n.05', 'crop.v.05', 'loanword.n.01', 'world.n.06', 'price.n.05', 'run.v.03', 'percentage.n.01', 'increase.n.03', 'uranium.n.01', 'cotton.v.01', 'export.v.02', 'month.n.02', 'percentage.n.01', 'increase.n.03', 'rice.v.01', 'export.v.02','service.v.01', 'united_states_senate.n.01', 'finance.v.02', 'agribusiness.n.01', 'committee.n.02',,"
537,"'rotterdam.n.01', 'texture.n.05', 'coach.n.01', 'suppose.v.01', 'port.v.08', 'symmetry.n.01', 'rose.s.01', 'elevator.n.01', 'muffin.n.01', 'suppose.v.01', 'symmetry.n.01', 'port.v.08', 'texture.n.05', 'oilseed.n.01', 'derivative_instrument.n.01', 'rose.s.01', 'metric_ton.n.01', 'master_of_architecture.n.01', 'compare.v.04', 'workweek.n.01', 'early.a.05', 'arrival.n.02', 'metric_ton.n.01', 'release.n.11', 'metric_ton.n.01', 'last.v.01', 'workweek.n.01','symmetry.n.01', 'incorporate.v.02', 'metric_ton.n.01', 'texture.n.05', 'plus.a.01', 'oilseed.n.01', 'metric_ton.n.01', 'derivative_instrument.n.01','workweek.n.01', 'estimate.v.01', 'arrival.n.02', 'sum.n.02', 'metric_ton.n.01', 'texture.n.05', 'oilseed.n.01', 'derivative_instrument.n.01','trope.n.01', 'top.n.09', 'around.r.07', 'percentage.n.01', 'rotterdam.n.01', 'traffic.v.02', 'product.n.05', 'concerned.s.02',,"
538,"'trade.v.03', 'propose.v.01', 'newfangled.s.01', 'european_union.n.01', 'texture.n.05', 'treatment.n.01', 'rule.v.06', 'european.n.01', 'residential_district.n.01', 'european_union.n.01', 'cereal.n.03', 'trade.v.03', 'lobby.n.03', 'organization.n.04', 'suppose.v.01', 'write.v.10', 'european_union.n.01', 'farm.v.01', 'commissioner.n.02', 'propose.v.01', 'newfangled.s.01', 'system.n.08', 'sale.n.05', 'treatment.n.01', 'claim.v.03', 'write.v.08', 'european_union.n.01', 'budget.v.01', 'money.n.03',,'trey.n.02', 'month.n.02', 'trader.n.01', 'rule.v.04', 'marketplace.n.02', 'elsewhere.r.01', 'buy.v.01', 'binding.n.05', 'security.n.04', 'payment.n.01', 'one.s.06', 'percentage.n.01', 'premium.n.04','argue.v.03', 'repair.v.01', 'original.n.02', 'serve.v.01', 'treatment.n.01', 'safety.n.06', 'web.v.01', 'goal.n.01', 'stage.v.01', 'situation.n.03', 'produce.v.02', 'often.r.03', 'sold.a.01', 'treatment.n.01', 'precaution.n.01',,"
539,"'portuguese.n.02', 'texture.n.05', 'means.n.01', 'prohibition.n.02', 'react.v.02', 'minister.v.02', 'portugal.n.01', 'agribusiness.n.01', 'minister.v.02', 'suppose.v.01', 'disagree.v.02', 'motor_hotel.n.01', 'rate.v.01', 'barring.n.01', 'state.n.06', 'texture.n.05', 'buy.v.01', 'means.n.01', 'take.v.39', 'part.n.11', 'cereal.n.03', 'significance.n.02', 'tender.v.04', 'unfold.v.04', 'secret.s.05', 'trader.n.01','tell.v.03', 'reporter.n.01', 'target.v.01', 'tender.v.04','terminus.n.03', 'portugal.n.01', 'january.n.01', 'accession.v.01', 'european.n.01', 'residential_district.n.01', 'european_union.n.01', 'texture.n.05', 'significance.n.02', 'monopoly.n.03', 'keep.v.01', 'delaware.n.04', 'delaware.n.04', 'reduce.v.15', 'percentage.n.01', 'per_annum.r.01', 'significance.n.02', 'liberalize.v.02','take_after.v.02', 'legal.s.05', 'proceeding.n.01', 'secret.s.05', 'importer.n.01', 'lisbon.n.01', 'civil.s.06', 'motor_hotel.n.01', 'decide.v.01', 'preliminary.s.01', 'rule.v.06', 'early.a.05', 'month.n.02', 'let.v.01', 'take.v.39', 'part.n.11', 'serve.v.09', 'tender.v.04', 'liberalize.v.02', 'share.n.02', 'annual.n.02', 'texture.n.05', 'significance.n.02','solution.n.02', 'rule.v.06', 'eject.v.01', 'master_of_architecture.n.01', 'tender.v.04', 'significance.n.02', 'metric_ton.n.01', 'gamboge.n.02',,'lend.v.01', 'government.n.03', 'study.v.02', 'motor_hotel.n.01', 'rate.v.01', 'visit.v.01', 'rule.v.06', 'stop_consonant.n.01', 'enter.v.02', 'future.n.03', 'tender.v.04','suppose.v.01', 'reason.v.01', 'eject.v.01', 'operator.n.05', 'public.s.02', 'secret.s.05', 'tender.v.04',,,'suppose.v.01', 'european_union.n.01', 'executive.n.01', 'perpetration.n.01', 'accept.v.11', 'government.n.03', 'view.n.07', 'eligible.a.01','lisbon.n.01', 'motor_hotel.n.01', 'rule.v.06', 'express.v.04', 'engagement.n.07', 'public.s.02', 'tender.v.04', 'unfair.a.01', 'contest.n.01', 'desecrate.v.01', 'clause.n.01', 'portugal.n.01', 'european_union.n.01', 'accession.v.01', 'treaty.n.01', 'deal.v.12', 'gradual.a.02', 'dismantling.n.01', 'state.n.06', 'means.n.01', 'significance.n.02', 'monopoly.n.03',,"
540,"'uranium.n.01', 'farm.v.01', 'policy.n.02', 'debate.n.02', 'strike.v.04', 'united_states_senate.n.01', 'soon.r.01', 'united_states_senate.n.01', 'workweek.n.01', 'might.n.01', 'take.v.39', 'propose.v.01', 'legislation.n.01', 'service.v.01', 'lightning.n.02', 'rod.n.05', 'unwrap.v.02', 'wide.a.01', 'first_step.n.01', 'variety.n.06', 'uranium.n.01', 'farm.v.01', 'policy.n.02','united_states_senate.n.01', 'view.v.02', 'theater.n.01', 'spend.v.01', 'poster.n.01', 'let.v.01', 'pale_yellow.n.01', 'farmer.n.01', 'receive.v.10', 'least.a.01', 'percentage.n.01', 'income.n.01', 'support.v.09', 'payment.n.01', 'implosion_therapy.n.01', 'last.v.01', 'year.n.03', 'prevent.v.02', 'prevent.v.02', 'planting.n.02', 'crop.v.05', 'united_states_senate.n.01', 'staff.n.05', 'penis.n.01', 'tell.v.03','besides.r.02', 'pending.s.01', 'poster.n.01', 'unfold.v.03', 'life_sentence.n.01', 'national.n.01', 'perpetration.n.01', 'dairy.n.01', 'policy.n.02',,'current.n.02', 'law.n.06', 'producer.n.02', 'plant.v.05', 'least.a.01', 'percentage.n.01', 'root.n.03', 'acreage.n.01', 'eligible.a.01', 'percentage.n.01', 'lack.n.01', 'payment.n.01','major.n.04', 'uranium.n.01', 'farm.v.01', 'group.v.02', 'lobby.v.01', 'hard.s.10', 'take.v.27', 'fundamental.n.02', 'variety.n.06', 'farm.v.01', 'poster.n.01', 'fear.v.01', 'fully.r.01', 'scale.v.08', 'debate.n.02', 'unwrap.v.02', 'agricultural.a.01', 'trouble.n.01', 'budget.v.01', 'switch_off.v.01', 'pressure.n.02','representative.n.01', 'farm.v.01', 'group.v.02', 'suppose.v.01', 'besides.r.02', 'fear.v.01', 'feat.n.01', 'midwestern.s.01', 'democrat.n.01', 'wedge.v.02', 'floor.n.10', 'vote.v.03', 'poster.n.01', 'want.v.02', 'large.r.01', 'acreage.n.01', 'stage_set.n.01', 'digression.n.01', 'revert.v.01', 'sharply.r.02', 'high.s.07', 'support.v.09', 'price.n.05','however.r.01', 'sen.n.01', 'tom.n.01', 'iowa.n.03', 'presenter.n.02', 'poster.n.01', 'tell.v.03', 'intend.v.01', 'offer.v.07', 'standard.n.01', 'floor.n.10', 'amendment.n.02', 'lend.v.01', 'committee.n.02',,"
541,",,'export.v.03', 'inspection.n.01', 'thousand.n.01', 'bushel.n.02', 'soy.n.04', 'wheat.n.02', 'corn_whiskey.n.01',"
542,",'treaty.n.01', 'reach.v.07', 'take_after.v.02', 'uranium.n.01', 'complaint.n.02', 'impact.n.02', 'agricultural.a.01', 'export.v.02', 'spanish.n.02', 'european_union.n.01', 'membership.n.02', 'european_union.n.01', 'significance.n.02', 'two.n.01', 'metric_ton.n.01', 'gamboge.n.02', 'metric_ton.n.01', 'sorghum.n.03', 'year.n.03', 'goal.n.01','produce.v.02', 'imported.s.01', 'spain.n.01', 'special.s.04', 'levy.n.01', 'level.n.05', 'likely.a.01', 'use.v.01', 'significance.n.02', 'european_union.n.01', 'state.n.04','source.n.07', 'suppose.v.01', 'potential.a.01', 'spanish.n.02', 'treatment.n.01', 'display_panel.n.01', 'ask.v.07', 'buy.v.01', 'produce.v.02', 'directly.r.04', 'year.n.03', 'rather.r.01', 'late.a.05', 'take.v.27', 'musical_arrangement.n.01','lend.v.01', 'option.n.02', 'future.n.03', 'year.n.03', 'look.v.02', 'lie_down.v.01', 'system.n.08', 'regular.s.07', 'tender.v.04', 'setting.n.02', 'daily.r.01', 'special.s.04', 'levy.n.01', 'applicable.s.01', 'spanish.n.02', 'significance.n.02','initially.r.01', 'tax.v.04', 'export.v.02', 'gamboge.n.02', 'sorghum.n.03', 'spain.n.01', 'european_union.n.01', 'state.n.04', 'tax.v.04', 'enforce.v.02', 'subsequently.r.01', 'source.n.07', 'lend.v.01',,"
543,",'volition.n.02', 'talk.n.03', 'moscow.n.01', 'pale_yellow.n.01', 'price.n.05', 'uranium.n.01', 'agribusiness.n.01', 'undersecretary.n.01', 'indicate.v.02', 'united.a.01', 'state.n.06', 'volition.n.02', 'talk.n.03', 'soviet.n.01', 'union.n.11', 'competitiveness.n.01', 'uranium.n.01', 'pale_yellow.n.01', 'price.n.05', 'hash_out.v.01', 'take.v.27', 'uranium.n.01', 'pale_yellow.n.01', 'price.n.05', 'cheap.s.04','sometimes.r.01', 'dispute.n.01', 'competitive.s.03', 'cheap.s.04', 'tell.v.03', 'united_states_senate.n.01', 'agribusiness.n.01', 'appropriation.n.03', 'hearing.n.05','suppose.v.01', 'dispute.n.01', 'public_opinion.n.01', 'moscow.n.01', 'washington.n.05', 'last.v.01', 'summer.v.01', 'tied.s.05', 'uranium.n.01', 'subsidy.n.01', 'offer.v.07', 'pale_yellow.n.01', 'soviet.n.01', 'union.n.11', 'uranium.n.01', 'pale_yellow.n.01', 'price.n.05', 'competitive.s.03', 'cheap.s.04',,'however.r.01', 'lend.v.01', 'united.a.01', 'state.n.06', 'volition.n.02', 'hash_out.v.01', 'pale_yellow.n.01', 'price.n.05', 'moscow.n.01', 'offspring.n.01', 'cheap.s.04','ask.v.07', 'subsequently.r.01', 'reporter.n.01', 'mean.v.07', 'distinction.n.04', 'competitive.s.03', 'cheap.s.04', 'elaborate.v.02','suppose.v.01', 'uranium.n.01', 'opinion.n.04', 'long.r.01', 'terminus.n.03', 'texture.n.05', 'agreement.n.06', 'two.n.01', 'state.n.04', 'visit.v.03', 'moscow.n.01', 'buy.v.01', 'least.a.01', 'four-spot.n.01', 'metric_ton.n.01', 'pale_yellow.n.01', 'corn_whiskey.n.01', 'per_annum.r.01', 'price.n.05', 'effect.n.06', 'state.n.04','take.v.27', 'remark.n.01', 'response.n.07', 'question.v.03', 'sen.n.01', 'charles.n.09', 'roentgen.n.01', 'iowa.n.03', 'elaborate.v.01', 'export.v.02', 'enhancement.n.01', 'program.v.02', 'include.v.03', 'texture.n.05', 'sale.n.05', 'soviet.n.01', 'union.n.11',,"
544,",'relatively.r.01', 'sweetheart.n.01', 'sake.n.01', 'rate.v.02', 'climate.n.02', 'reduce.v.15', 'volume.n.06', 'active.n.03', 'contract.v.01', 'treasury.n.06', 'shackle.n.01', 'future.n.03', 'percentage.n.01', 'year.n.03', 'ago.s.01', 'contract.v.01','however.r.01', 'trade.v.03', 'agricultural.a.01', 'future.n.03', 'contract.v.01', 'increased.a.01', 'last.v.01', 'month.n.02', 'run.v.03', 'oat.n.02', 'corn_whiskey.n.01', 'future.n.03','oat.n.02', 'volume.n.06', 'triple.v.02', 'contract.v.01', 'corn_whiskey.n.01', 'volume.n.06', 'increased.a.01', 'percentage.n.01', 'contract.v.01',,'major.n.04', 'marketplace.n.02', 'index.n.02', 'future.n.03', 'increased.a.01', 'natural_process.n.01', 'percentage.n.01', 'month.n.02', 'contract.v.01', 'change.v.02', 'hand.n.09',,"
545,"'soviet_union.n.01', 'pale_yellow.n.01', 'bonus.n.02', 'rumor.n.01', 'prevail.v.03', 'contempt.n.01', 'denial.n.03', 'texture.n.05', 'trade.v.03', 'representative.n.01', 'stay.v.04', 'speculate.v.04', 'reagan.n.01', 'presidency.n.01', 'offer.v.07', 'subsidize.v.02', 'pale_yellow.n.01', 'soviet.n.01', 'union.n.11', 'uranium.n.01', 'agribusiness.n.01', 'department.n.03', 'official.n.02', 'suppose.v.01', 'substance.n.07', 'reputation.n.03','pure.s.07', 'fiction.n.01', 'suppose.v.01', 'one.s.06', 'elder.n.01', 'official.s.05', 'department_of_agriculture.n.01', 'foreign.a.02', 'agricultural.a.01', 'service.v.01', 'refer.v.07', 'rumor.n.01', 'presidency.n.01', 'take.v.27', 'export.v.02', 'enhancement.n.01', 'offer.v.07', 'moscow.n.01', 'next.r.01', 'two.n.01', 'trey.n.02', 'workweek.n.01','adjutant.n.01', 'agribusiness.n.01', 'secretary.n.04', 'ask.v.07', 'name.v.02', 'suppose.v.01', 'nothing.n.01', 'substantiate.v.04', 'speculation.n.02', 'suppose.v.01', 'start.v.10', 'person.n.01', 'fan.v.01', 'pale_yellow.n.01', 'marketplace.n.02','pale_yellow.n.01', 'future.n.03', 'tone.v.05', 'today.r.02', 'partially.r.01', 'footing.n.02', 'speculation.n.02','one.s.06', 'lobbyist.n.01', 'conclusion.n.08', 'connection.n.07', 'reagan.n.01', 'presidency.n.01', 'suppose.v.01', 'soviet.n.01', 'trade.v.03', 'team.v.01', 'tell.v.03', 'secret.s.05', 'texture.n.05', 'trade.v.03', 'official.n.02', 'newfangled.s.01', 'york.n.01', 'last.v.01', 'workweek.n.01', 'moscow.n.01', 'buy.v.01', 'much.r.04', 'four-spot.n.01', 'metric_ton.n.01', 'uranium.n.01', 'pale_yellow.n.01', 'much.r.04', 'mid.s.01', 'year.n.03', 'competitively.r.01', 'price.v.02','alexander.n.01', 'official.s.05', 'soviet.n.01', 'trade.v.03', 'organization.n.04', 'tell.v.03', 'information.n.05', 'substantiate.v.04', 'rumor.n.01', 'at_hand.s.02', 'pale_yellow.n.01', 'subsidy.n.01', 'offer.v.07', 'suppose.v.01', 'moscow.n.01', 'view.v.02', 'buy.v.01', 'uranium.n.01', 'pale_yellow.n.01', 'competitively.r.01', 'price.v.02',,,,"
546,",'suppose.v.01', 'metric_ton.n.01', 'pale_yellow.n.01', 'promise.v.01', 'united_kingdom.n.01', 'ship.v.05', 'next.r.01', 'workweek.n.01', 'use.v.01', 'government.n.03', 'food.n.02', 'workplace.n.01', 'program.v.02', 'village.n.02','program.v.02', 'worker.n.03', 'building.n.04', 'roads.n.01', 'labor.v.02', 'irrigation.n.02', 'duct.n.01', 'lease.v.04', 'rural.a.02', 'growth.n.01', 'natural_process.n.01', 'receive.v.02', 'daily.r.01', 'wages.n.01', 'pale_yellow.n.01', 'rather.r.01', 'money.n.03',,,'government.n.03', 'expect.v.05', 'price.n.05', 'spill.n.04', 'pale_yellow.n.01', 'harvest.v.02', 'next.r.01', 'month.n.02',,"
